(aigym) PS D:\ksw_coding\python\openAI_gym> & C:/Users/kimz1/anaconda3/envs/aigym/python.exe D:\ksw_coding\python\openAI_gym\lunar_lander\action_out_model\lunar_lander_DQN_40-epsilon_tau_decay.py
Model: "sequential_1"
_________________________________________________________________
 Layer (type)                Output Shape              Param #
=================================================================
 dense_4 (Dense)             (None, 64)                576

 dense_5 (Dense)             (None, 64)                4160

 dense_6 (Dense)             (None, 64)                4160

 dense_7 (Dense)             (None, 4)                 260

=================================================================
Total params: 9,156
Trainable params: 9,156
Non-trainable params: 0
_________________________________________________________________
2023-05-18 18:09:15.942359: W tensorflow/c/c_api.cc:300] Operation '{name:'dense_7/bias/Assign' id:206 op device:{requested: '', assigned: ''} def:{{{node dense_7/bias/Assign}} = AssignVariableOp[_has_manual_control_dependencies=true, dtype=DT_FLOAT, validate_shape=false](dense_7/bias, dense_7/bias/Initializer/zeros)}}' was changed by setting attribute after it was run by a session. This mutation will have no effect, and will trigger an error in the future. Either don't modify nodes after running them or create a new session.
C:\Users\kimz1\anaconda3\envs\aigym\lib\site-packages\keras\engine\training_v1.py:2359: UserWarning: `Model.state_updates` will be removed in a future version. This property should not be used in TensorFlow 2.0, as `updates` are applied automatically.
  updates=self.state_updates,
2023-05-18 18:09:16.008028: W tensorflow/c/c_api.cc:300] Operation '{name:'dense_3/BiasAdd' id:97 op device:{requested: '', assigned: ''} def:{{{node dense_3/BiasAdd}} = BiasAdd[T=DT_FLOAT, _has_manual_control_dependencies=true, data_format="NHWC"](dense_3/MatMul, dense_3/BiasAdd/ReadVariableOp)}}' was changed by setting attribute after it was run by a session. This mutation will have no effect, and will trigger an error in the future. Either don't modify nodes after running them or create a new session.
2023-05-18 18:09:16.025792: W tensorflow/c/c_api.cc:300] Operation '{name:'dense_7/BiasAdd' id:211 op device:{requested: '', assigned: ''} def:{{{node dense_7/BiasAdd}} = BiasAdd[T=DT_FLOAT, _has_manual_control_dependencies=true, data_format="NHWC"](dense_7/MatMul, dense_7/BiasAdd/ReadVariableOp)}}' was changed by setting attribute after it was run by a session. This mutation will have no effect, and will trigger an error in the future. Either don't modify nodes after running them or create a new session.
2023-05-18 18:09:16.123874: W tensorflow/c/c_api.cc:300] Operation '{name:'loss/mul' id:115 op device:{requested: '', assigned: ''} def:{{{node loss/mul}} = Mul[T=DT_FLOAT, _has_manual_control_dependencies=true](loss/mul/x, loss/dense_3_loss/value)}}' was changed by setting attribute after it was run by a session. This mutation will have no effect, and will trigger an error in the future. Either don't modify nodes after running them or create a new session.
2023-05-18 18:09:16.139863: W tensorflow/c/c_api.cc:300] Operation '{name:'training/Adam/dense_3/bias/m/Assign' id:452 op device:{requested: '', assigned: ''} def:{{{node training/Adam/dense_3/bias/m/Assign}} = AssignVariableOp[_has_manual_control_dependencies=true, dtype=DT_FLOAT, validate_shape=false](training/Adam/dense_3/bias/m, training/Adam/dense_3/bias/m/Initializer/zeros)}}' was changed by setting attribute after it was run by a session. This mutation will have no effect, and will trigger an error in the future. Either don't modify nodes after running them or create a new session.
iter :     0/1000000  | R_sum -430.662 | R_mean -430.662 | eps 0.995
iter :    65/1000000  | R_sum -105.674 | R_mean -107.837 | eps 0.718
iter :    66/1000000  | R_sum -150.491 | R_mean -104.912 | eps 0.715
iter :    67/1000000  | R_sum -119.364 | R_mean -105.718 | eps 0.711
iter :    68/1000000  | R_sum -125.869 | R_mean -108.880 | eps 0.708
iter :    69/1000000  | R_sum -90.695 | R_mean -106.826 | eps 0.704
iter :    70/1000000  | R_sum -63.085 | R_mean -107.179 | eps 0.701
iter :    71/1000000  | R_sum -84.300 | R_mean -106.366 | eps 0.697
iter :    72/1000000  | R_sum -217.964 | R_mean -110.655 | eps 0.694
iter :    73/1000000  | R_sum 26.063 | R_mean -106.207 | eps 0.690
iter :    74/1000000  | R_sum -131.230 | R_mean -107.500 | eps 0.687
iter :    75/1000000  | R_sum -127.476 | R_mean -107.915 | eps 0.683
iter :    76/1000000  | R_sum -95.709 | R_mean -106.296 | eps 0.680
iter :    77/1000000  | R_sum -100.100 | R_mean -105.313 | eps 0.676
iter :    78/1000000  | R_sum -22.119 | R_mean -101.923 | eps 0.673
iter :    79/1000000  | R_sum -115.138 | R_mean -101.982 | eps 0.670
iter :    80/1000000  | R_sum -69.499 | R_mean -101.123 | eps 0.666
iter :    81/1000000  | R_sum -126.371 | R_mean -101.792 | eps 0.663
iter :    82/1000000  | R_sum -64.012 | R_mean -100.876 | eps 0.660
iter :    83/1000000  | R_sum -73.859 | R_mean -99.678 | eps 0.656
iter :    84/1000000  | R_sum -101.283 | R_mean -100.002 | eps 0.653
iter :    85/1000000  | R_sum -14.409 | R_mean -95.098 | eps 0.650
iter :    86/1000000  | R_sum -110.724 | R_mean -94.909 | eps 0.647
iter :    87/1000000  | R_sum -65.074 | R_mean -92.460 | eps 0.643
iter :    88/1000000  | R_sum -112.999 | R_mean -91.990 | eps 0.640
iter :    89/1000000  | R_sum -98.230 | R_mean -94.384 | eps 0.637
iter :    90/1000000  | R_sum -110.047 | R_mean -94.559 | eps 0.634
iter :    91/1000000  | R_sum 6.557 | R_mean -88.277 | eps 0.631
iter :    92/1000000  | R_sum -136.090 | R_mean -88.946 | eps 0.627
iter :    93/1000000  | R_sum -116.567 | R_mean -88.574 | eps 0.624
iter :    94/1000000  | R_sum -103.935 | R_mean -89.104 | eps 0.621
iter :    95/1000000  | R_sum -56.787 | R_mean -88.852 | eps 0.618
iter :    96/1000000  | R_sum -418.539 | R_mean -102.222 | eps 0.615
iter :    97/1000000  | R_sum -403.700 | R_mean -109.651 | eps 0.612
iter :    98/1000000  | R_sum 108.608 | R_mean -106.349 | eps 0.609
iter :    99/1000000  | R_sum -130.283 | R_mean -106.311 | eps 0.606
iter :   100/1000000  | R_sum -110.492 | R_mean -105.632 | eps 0.603
iter :   101/1000000  | R_sum -123.713 | R_mean -106.752 | eps 0.600
iter :   102/1000000  | R_sum -145.339 | R_mean -108.562 | eps 0.597
iter :   103/1000000  | R_sum -63.327 | R_mean -110.210 | eps 0.594
iter :   104/1000000  | R_sum -166.295 | R_mean -112.256 | eps 0.591
iter :   105/1000000  | R_sum -42.246 | R_mean -111.166 | eps 0.588
iter :   106/1000000  | R_sum -21.894 | R_mean -106.987 | eps 0.585
iter :   107/1000000  | R_sum -80.994 | R_mean -107.666 | eps 0.582
iter :   108/1000000  | R_sum -193.004 | R_mean -112.432 | eps 0.579
iter :   109/1000000  | R_sum -161.318 | R_mean -114.834 | eps 0.576
iter :   110/1000000  | R_sum 35.089 | R_mean -112.854 | eps 0.573
iter :   111/1000000  | R_sum -226.530 | R_mean -117.486 | eps 0.570
iter :   112/1000000  | R_sum -297.472 | R_mean -126.782 | eps 0.568
iter :   113/1000000  | R_sum -166.195 | R_mean -128.910 | eps 0.565
iter :   114/1000000  | R_sum -112.498 | R_mean -129.480 | eps 0.562
iter :   115/1000000  | R_sum -109.497 | R_mean -129.458 | eps 0.559
iter :   116/1000000  | R_sum -149.033 | R_mean -135.682 | eps 0.556
iter :   117/1000000  | R_sum -64.068 | R_mean -132.801 | eps 0.554
iter :   118/1000000  | R_sum -128.715 | R_mean -133.287 | eps 0.551
iter :   119/1000000  | R_sum -175.577 | R_mean -136.153 | eps 0.548
iter :   120/1000000  | R_sum -307.797 | R_mean -146.193 | eps 0.545
iter :   121/1000000  | R_sum -54.949 | R_mean -131.649 | eps 0.543
iter :   122/1000000  | R_sum -172.805 | R_mean -122.414 | eps 0.540
iter :   123/1000000  | R_sum -82.321 | R_mean -130.051 | eps 0.537
iter :   124/1000000  | R_sum 3.975 | R_mean -124.681 | eps 0.534
iter :   125/1000000  | R_sum -84.087 | R_mean -123.624 | eps 0.532
iter :   126/1000000  | R_sum -91.997 | R_mean -122.356 | eps 0.529
iter :   127/1000000  | R_sum -83.391 | R_mean -119.878 | eps 0.526
iter :   128/1000000  | R_sum -102.257 | R_mean -121.435 | eps 0.524
iter :   129/1000000  | R_sum -75.672 | R_mean -117.810 | eps 0.521
iter :   130/1000000  | R_sum 231.317 | R_mean -106.868 | eps 0.519
iter :   131/1000000  | R_sum -240.066 | R_mean -115.594 | eps 0.516
iter :   132/1000000  | R_sum -119.175 | R_mean -117.122 | eps 0.513
iter :   133/1000000  | R_sum -250.116 | R_mean -119.406 | eps 0.511
iter :   134/1000000  | R_sum -58.942 | R_mean -115.311 | eps 0.508
iter :   135/1000000  | R_sum -94.630 | R_mean -120.500 | eps 0.506
iter :   136/1000000  | R_sum -110.909 | R_mean -115.875 | eps 0.503
iter :   137/1000000  | R_sum -77.579 | R_mean -107.079 | eps 0.501
iter :   138/1000000  | R_sum -38.052 | R_mean -101.954 | eps 0.498
iter :   139/1000000  | R_sum -10.468 | R_mean -97.872 | eps 0.496
iter :   140/1000000  | R_sum 13.091 | R_mean -92.969 | eps 0.493
iter :   141/1000000  | R_sum -3.078 | R_mean -87.131 | eps 0.491
iter :   142/1000000  | R_sum -29.743 | R_mean -85.758 | eps 0.488
iter :   143/1000000  | R_sum -64.476 | R_mean -83.188 | eps 0.486
iter :   144/1000000  | R_sum -9.573 | R_mean -76.548 | eps 0.483
iter :   145/1000000  | R_sum -88.950 | R_mean -67.794 | eps 0.481
iter :   146/1000000  | R_sum -19.509 | R_mean -66.377 | eps 0.479
iter :   147/1000000  | R_sum -64.717 | R_mean -62.053 | eps 0.476
iter :   148/1000000  | R_sum -48.895 | R_mean -60.716 | eps 0.474
iter :   149/1000000  | R_sum 3.187 | R_mean -60.748 | eps 0.471
iter :   150/1000000  | R_sum 52.331 | R_mean -55.291 | eps 0.469
iter :   151/1000000  | R_sum -44.502 | R_mean -53.391 | eps 0.467
iter :   152/1000000  | R_sum -220.178 | R_mean -58.862 | eps 0.464
iter :   153/1000000  | R_sum -53.361 | R_mean -56.907 | eps 0.462
iter :   154/1000000  | R_sum 12.829 | R_mean -53.367 | eps 0.460
iter :   155/1000000  | R_sum -29.502 | R_mean -63.799 | eps 0.458
iter :   156/1000000  | R_sum -21.932 | R_mean -55.074 | eps 0.455
iter :   157/1000000  | R_sum 90.291 | R_mean -46.695 | eps 0.453
iter :   158/1000000  | R_sum -44.277 | R_mean -38.462 | eps 0.451
iter :   159/1000000  | R_sum -77.854 | R_mean -39.218 | eps 0.448
iter :   160/1000000  | R_sum 23.010 | R_mean -34.513 | eps 0.446
iter :   161/1000000  | R_sum -35.591 | R_mean -31.500 | eps 0.444
iter :   162/1000000  | R_sum -41.973 | R_mean -30.076 | eps 0.442
iter :   163/1000000  | R_sum -11.355 | R_mean -29.008 | eps 0.440
iter :   164/1000000  | R_sum 232.704 | R_mean -19.281 | eps 0.437
iter :   165/1000000  | R_sum -17.834 | R_mean -20.518 | eps 0.435
iter :   166/1000000  | R_sum -5.616 | R_mean -20.619 | eps 0.433
iter :   167/1000000  | R_sum -23.240 | R_mean -20.359 | eps 0.431
iter :   168/1000000  | R_sum 187.317 | R_mean -10.288 | eps 0.429
iter :   169/1000000  | R_sum -212.596 | R_mean -18.409 | eps 0.427
iter :   170/1000000  | R_sum -190.677 | R_mean -22.478 | eps 0.424
iter :   171/1000000  | R_sum -99.081 | R_mean -25.661 | eps 0.422
iter :   172/1000000  | R_sum -165.736 | R_mean -29.701 | eps 0.420
iter :   173/1000000  | R_sum -338.904 | R_mean -41.302 | eps 0.418
iter :   174/1000000  | R_sum -103.681 | R_mean -45.576 | eps 0.416
iter :   175/1000000  | R_sum 24.136 | R_mean -46.704 | eps 0.414
iter :   176/1000000  | R_sum 150.853 | R_mean -38.890 | eps 0.412
iter :   177/1000000  | R_sum -56.828 | R_mean -32.356 | eps 0.410
iter :   178/1000000  | R_sum -226.327 | R_mean -39.275 | eps 0.408
iter :   179/1000000  | R_sum 19.435 | R_mean -39.010 | eps 0.406
iter :   180/1000000  | R_sum 213.868 | R_mean -29.276 | eps 0.404
iter :   181/1000000  | R_sum 166.232 | R_mean -21.749 | eps 0.402
iter :   182/1000000  | R_sum 199.301 | R_mean -17.389 | eps 0.400
iter :   183/1000000  | R_sum -29.441 | R_mean -16.795 | eps 0.398
iter :   184/1000000  | R_sum 173.757 | R_mean -6.731 | eps 0.396
iter :   185/1000000  | R_sum 82.581 | R_mean -4.348 | eps 0.394
iter :   186/1000000  | R_sum 46.702 | R_mean -1.056 | eps 0.392
iter :   187/1000000  | R_sum 221.010 | R_mean 9.463 | eps 0.390
iter :   188/1000000  | R_sum 202.531 | R_mean 18.019 | eps 0.388
iter :   189/1000000  | R_sum -82.080 | R_mean 5.427 | eps 0.386
iter :   190/1000000  | R_sum -30.999 | R_mean 4.901 | eps 0.384
iter :   191/1000000  | R_sum 200.858 | R_mean 13.160 | eps 0.382
iter :   192/1000000  | R_sum 206.665 | R_mean 22.356 | eps 0.380
iter :   193/1000000  | R_sum -4.880 | R_mean 14.668 | eps 0.378
iter :   194/1000000  | R_sum -81.033 | R_mean 19.930 | eps 0.376
iter :   195/1000000  | R_sum 264.830 | R_mean 38.151 | eps 0.374
iter :   196/1000000  | R_sum 166.793 | R_mean 48.786 | eps 0.373
iter :   197/1000000  | R_sum 224.919 | R_mean 64.412 | eps 0.371
iter :   198/1000000  | R_sum 281.347 | R_mean 89.222 | eps 0.369
iter :   199/1000000  | R_sum -34.568 | R_mean 91.986 | eps 0.367
iter :   200/1000000  | R_sum -16.033 | R_mean 90.380 | eps 0.365
iter :   201/1000000  | R_sum -6.111 | R_mean 84.101 | eps 0.363
iter :   202/1000000  | R_sum -191.484 | R_mean 78.715 | eps 0.361
iter :   203/1000000  | R_sum 217.971 | R_mean 96.487 | eps 0.360
iter :   204/1000000  | R_sum -21.367 | R_mean 94.855 | eps 0.358
iter :   205/1000000  | R_sum -242.927 | R_mean 76.583 | eps 0.356
iter :   206/1000000  | R_sum 248.542 | R_mean 79.875 | eps 0.354
iter :   207/1000000  | R_sum -94.631 | R_mean 68.118 | eps 0.353
iter :   208/1000000  | R_sum -17.706 | R_mean 68.587 | eps 0.351
iter :   209/1000000  | R_sum 245.998 | R_mean 71.477 | eps 0.349
iter :   210/1000000  | R_sum 112.888 | R_mean 72.689 | eps 0.347
iter :   211/1000000  | R_sum 223.398 | R_mean 79.757 | eps 0.346
iter :   212/1000000  | R_sum 195.078 | R_mean 78.720 | eps 0.344
iter :   213/1000000  | R_sum 253.557 | R_mean 80.761 | eps 0.342
iter :   214/1000000  | R_sum -37.969 | R_mean 82.525 | eps 0.340
iter :   215/1000000  | R_sum 193.224 | R_mean 91.494 | eps 0.339
iter :   216/1000000  | R_sum 244.708 | R_mean 93.248 | eps 0.337
iter :   217/1000000  | R_sum -315.908 | R_mean 72.345 | eps 0.335
iter :   218/1000000  | R_sum 264.680 | R_mean 83.128 | eps 0.334
iter :   219/1000000  | R_sum 229.335 | R_mean 95.543 | eps 0.332
iter :   220/1000000  | R_sum 143.564 | R_mean 90.692 | eps 0.330
iter :   221/1000000  | R_sum 263.352 | R_mean 94.554 | eps 0.329
iter :   222/1000000  | R_sum 236.663 | R_mean 95.024 | eps 0.327
iter :   223/1000000  | R_sum 197.778 | R_mean 91.681 | eps 0.325
iter :   224/1000000  | R_sum 177.346 | R_mean 100.158 | eps 0.324
iter :   225/1000000  | R_sum -94.934 | R_mean 97.002 | eps 0.322
iter :   226/1000000  | R_sum 222.998 | R_mean 106.166 | eps 0.321
iter :   227/1000000  | R_sum -47.159 | R_mean 111.939 | eps 0.319
iter :   228/1000000  | R_sum -48.239 | R_mean 101.291 | eps 0.317
iter :   229/1000000  | R_sum 207.287 | R_mean 110.437 | eps 0.316
iter :   230/1000000  | R_sum 148.745 | R_mean 126.104 | eps 0.314
iter :   231/1000000  | R_sum -217.351 | R_mean 107.468 | eps 0.313
iter :   232/1000000  | R_sum 275.163 | R_mean 122.260 | eps 0.311
iter :   233/1000000  | R_sum 269.346 | R_mean 133.742 | eps 0.309
iter :   234/1000000  | R_sum 168.239 | R_mean 130.632 | eps 0.308
iter :   235/1000000  | R_sum 239.361 | R_mean 135.690 | eps 0.306
iter :   236/1000000  | R_sum 241.107 | R_mean 136.399 | eps 0.305
iter :   237/1000000  | R_sum -25.774 | R_mean 127.565 | eps 0.303
iter :   238/1000000  | R_sum -15.707 | R_mean 116.794 | eps 0.302
iter :   239/1000000  | R_sum 245.609 | R_mean 128.137 | eps 0.300
iter :   240/1000000  | R_sum -29.465 | R_mean 119.230 | eps 0.299
iter :   241/1000000  | R_sum -66.271 | R_mean 106.791 | eps 0.297
iter :   242/1000000  | R_sum 144.690 | R_mean 125.215 | eps 0.296
iter :   243/1000000  | R_sum 230.723 | R_mean 123.856 | eps 0.294
iter :   244/1000000  | R_sum 244.764 | R_mean 124.473 | eps 0.293
iter :   245/1000000  | R_sum 174.039 | R_mean 125.692 | eps 0.291
iter :   246/1000000  | R_sum 129.620 | R_mean 120.343 | eps 0.290
iter :   247/1000000  | R_sum 214.009 | R_mean 119.437 | eps 0.288
iter :   248/1000000  | R_sum 257.350 | R_mean 121.820 | eps 0.287
iter :   249/1000000  | R_sum 219.572 | R_mean 123.509 | eps 0.286
iter :   250/1000000  | R_sum 247.458 | R_mean 137.205 | eps 0.284
iter :   251/1000000  | R_sum 237.586 | R_mean 137.788 | eps 0.283
iter :   252/1000000  | R_sum 162.439 | R_mean 146.172 | eps 0.281
iter :   253/1000000  | R_sum 245.955 | R_mean 157.940 | eps 0.280
iter :   254/1000000  | R_sum 236.650 | R_mean 159.114 | eps 0.279
iter :   255/1000000  | R_sum 15.505 | R_mean 153.785 | eps 0.277
iter :   256/1000000  | R_sum 240.866 | R_mean 172.113 | eps 0.276
iter :   257/1000000  | R_sum 177.055 | R_mean 168.189 | eps 0.274
iter :   258/1000000  | R_sum 243.618 | R_mean 167.160 | eps 0.273
iter :   259/1000000  | R_sum 222.435 | R_mean 169.328 | eps 0.272
iter :   260/1000000  | R_sum 172.932 | R_mean 166.671 | eps 0.270
iter :   261/1000000  | R_sum 228.186 | R_mean 166.154 | eps 0.269
iter :   262/1000000  | R_sum 13.706 | R_mean 167.733 | eps 0.268
iter :   263/1000000  | R_sum 286.380 | R_mean 179.816 | eps 0.266
iter :   264/1000000  | R_sum 11.984 | R_mean 170.471 | eps 0.265
iter :   265/1000000  | R_sum 214.773 | R_mean 180.241 | eps 0.264
iter :   266/1000000  | R_sum 221.510 | R_mean 191.752 | eps 0.262
iter :   267/1000000  | R_sum 177.646 | R_mean 193.070 | eps 0.261
iter :   268/1000000  | R_sum -96.450 | R_mean 179.983 | eps 0.260
iter :   269/1000000  | R_sum 296.972 | R_mean 182.072 | eps 0.258
iter :   270/1000000  | R_sum 266.113 | R_mean 185.755 | eps 0.257
iter :   271/1000000  | R_sum 223.467 | R_mean 189.509 | eps 0.256
iter :   272/1000000  | R_sum 253.632 | R_mean 191.094 | eps 0.255
iter :   273/1000000  | R_sum 272.603 | R_mean 191.704 | eps 0.253
iter :   274/1000000  | R_sum 210.138 | R_mean 191.326 | eps 0.252
iter :   275/1000000  | R_sum 213.419 | R_mean 189.965 | eps 0.251
iter :   276/1000000  | R_sum 28.008 | R_mean 181.582 | eps 0.249
iter :   277/1000000  | R_sum 184.504 | R_mean 182.464 | eps 0.248
iter :   278/1000000  | R_sum 304.141 | R_mean 184.792 | eps 0.247
iter :   279/1000000  | R_sum 214.375 | R_mean 183.901 | eps 0.246
iter :   280/1000000  | R_sum 200.460 | R_mean 191.299 | eps 0.245
iter :   281/1000000  | R_sum -85.252 | R_mean 178.254 | eps 0.243
iter :   282/1000000  | R_sum 232.415 | R_mean 180.469 | eps 0.242
iter :   283/1000000  | R_sum 260.360 | R_mean 181.138 | eps 0.241
iter :   284/1000000  | R_sum 236.813 | R_mean 181.713 | eps 0.240
iter :   285/1000000  | R_sum 246.797 | R_mean 184.668 | eps 0.238
